paises;quantidade_kg;valor;categorias;ano
Jamaica;-;-;Vinhos de mesa;2016
Japão;34.341;90.954;Vinhos de mesa;2016
Jordânia;-;-;Vinhos de mesa;2016
Letônia;-;-;Vinhos de mesa;2016
Líbano;-;-;Vinhos de mesa;2016
Libéria;-;-;Vinhos de mesa;2016
Luxemburgo;2.759;21.426;Vinhos de mesa;2016
Malásia;-;-;Vinhos de mesa;2016
Malta;-;-;Vinhos de mesa;2016
Marshall, Ilhas;-;-;Vinhos de mesa;2016
Mauritânia;-;-;Vinhos de mesa;2016
México;-;-;Vinhos de mesa;2016
Moçambique;-;-;Vinhos de mesa;2016
Montenegro;-;-;Vinhos de mesa;2016
Namibia;-;-;Vinhos de mesa;2016
Nicaragua;-;-;Vinhos de mesa;2016
Nigéria;-;-;Vinhos de mesa;2016
Noruega;-;-;Vinhos de mesa;2016
Nova Caledônia;-;-;Vinhos de mesa;2016
Nova Zelândia;504;9.472;Vinhos de mesa;2016
Omã;-;-;Vinhos de mesa;2016
Países Baixos;42.953;190.203;Vinhos de mesa;2016
Panamá;-;-;Vinhos de mesa;2016
Paraguai;985.739;1.655.417;Vinhos de mesa;2016
Peru;-;-;Vinhos de mesa;2016
Polônia;11.457;35.402;Vinhos de mesa;2016
Porto Rico;-;-;Vinhos de mesa;2016
Portugal;-;-;Vinhos de mesa;2016
Quênia;-;-;Vinhos de mesa;2016
Reino Unido;117.044;536.681;Vinhos de mesa;2016
República Dominicana;-;-;Vinhos de mesa;2016
Rússia;-;-;Vinhos de mesa;2016
São Tomé e Príncipe;-;-;Vinhos de mesa;2016
São Vicente e Granadinas;-;-;Vinhos de mesa;2016
Senegal;-;-;Vinhos de mesa;2016
Serra Leoa;-;-;Vinhos de mesa;2016
Singapura;-;-;Vinhos de mesa;2016
Suazilândia;-;-;Vinhos de mesa;2016
Suécia;291;1.214;Vinhos de mesa;2016
Suíça;4.230;33.340;Vinhos de mesa;2016
Suriname;900;1.375;Vinhos de mesa;2016
Tailândia;-;-;Vinhos de mesa;2016
Taiwan (FORMOSA);16.967;80.379;Vinhos de mesa;2016
Tanzânia;-;-;Vinhos de mesa;2016
Tcheca, República;3.837;28.473;Vinhos de mesa;2016
Togo;-;-;Vinhos de mesa;2016
Trinidade Tobago;-;-;Vinhos de mesa;2016
Tunísia;-;-;Vinhos de mesa;2016
Turquia;-;-;Vinhos de mesa;2016
Tuvalu;-;-;Vinhos de mesa;2016
Uruguai;-;-;Vinhos de mesa;2016
Vanuatu;-;-;Vinhos de mesa;2016
Venezuela;-;-;Vinhos de mesa;2016
Vietnã;-;-;Vinhos de mesa;2016
Total;1.786.549;4.434.704;Vinhos de mesa;2016
Alemanha;4.293;19.088;Espumantes;2016
Angola;90;1.010;Espumantes;2016
Antigua e Barbuda;-;-;Espumantes;2016
Antilhas Holandesas;-;-;Espumantes;2016
Argentina;-;-;Espumantes;2016
Aruba;-;-;Espumantes;2016
Australia;594;2.602;Espumantes;2016
Bahamas;-;-;Espumantes;2016
Bangladesh;-;-;Espumantes;2016
Barbados;-;-;Espumantes;2016
Belgica;-;-;Espumantes;2016
Benin;-;-;Espumantes;2016
Bermudas;-;-;Espumantes;2016
Bolívia;2.624;12.811;Espumantes;2016
Bósnia-Herzegovina;-;-;Espumantes;2016
Bulgaria;-;-;Espumantes;2016
Cabo Verde;-;-;Espumantes;2016
Camarões;-;-;Espumantes;2016
Canada;901;3.821;Espumantes;2016
Catar;-;-;Espumantes;2016
Cayman, Ilhas;-;-;Espumantes;2016
Chile;10.340;41.824;Espumantes;2016
China;4.610;20.931;Espumantes;2016
Chipre;-;-;Espumantes;2016
Cingapura;-;-;Espumantes;2016
Colombia;617;1.532;Espumantes;2016
Coreia do Sul, Republica da;212;1.180;Espumantes;2016
Costa Rica;-;-;Espumantes;2016
Cuba;-;-;Espumantes;2016
Curaçao;-;-;Espumantes;2016
Dinamarca;68;538;Espumantes;2016
Dominica;-;-;Espumantes;2016
El Salvador;-;-;Espumantes;2016
Emirados Arabes Unidos;-;-;Espumantes;2016
Equador;-;-;Espumantes;2016
Espanha;-;-;Espumantes;2016
Estados Unidos;22.615;143.306;Espumantes;2016
Estonia;-;-;Espumantes;2016
Falkland (Malvinas);-;-;Espumantes;2016
Filipinas;-;-;Espumantes;2016
Filânldia;7.522;35.948;Espumantes;2016
França;-;-;Espumantes;2016
Gana;-;-;Espumantes;2016
Gibraltar;-;-;Espumantes;2016
Granada;-;-;Espumantes;2016
Grêcia;-;-;Espumantes;2016
Guatemala;-;-;Espumantes;2016
Guiana;-;-;Espumantes;2016
Guiné Equatorial;7.738;17.056;Espumantes;2016
Guiné-Bissau;-;-;Espumantes;2016
Haiti;-;-;Espumantes;2016
Honduras;-;-;Espumantes;2016
Hong Kong;225;1.704;Espumantes;2016
Hungria;-;-;Espumantes;2016
Ilha de Man;-;-;Espumantes;2016
Índia;-;-;Espumantes;2016
Iraque;-;-;Espumantes;2016
Irlanda;-;-;Espumantes;2016
Islândia;-;-;Espumantes;2016
Italia;135;780;Espumantes;2016
Japão;3.658;14.766;Espumantes;2016
Jordânia;-;-;Espumantes;2016
Letonia;-;-;Espumantes;2016
Líbano;-;-;Espumantes;2016
Libéria;-;-;Espumantes;2016
Luxemburgo;45;521;Espumantes;2016
Maldivas;-;-;Espumantes;2016
Malta;-;-;Espumantes;2016
Marshall, Ilhas;-;-;Espumantes;2016
Montenegro;-;-;Espumantes;2016
Mexico;-;-;Espumantes;2016
Nicarágua;-;-;Espumantes;2016
Nigéria;68;445;Espumantes;2016
Noruega;-;-;Espumantes;2016
Nova Zelandia;-;-;Espumantes;2016
Paises Baixos (Holanda);-;-;Espumantes;2016
Panama;-;-;Espumantes;2016
Paraguai;40.197;123.169;Espumantes;2016
Peru;-;-;Espumantes;2016
Polonia;-;-;Espumantes;2016
Porto Rico;-;-;Espumantes;2016
Portugal;-;-;Espumantes;2016
Quenia;-;-;Espumantes;2016
Reino Unido;56.615;223.774;Espumantes;2016
Republica Dominicana;-;-;Espumantes;2016
Republica Tcheca;94;532;Espumantes;2016
Russia;-;-;Espumantes;2016
Serra Leoa;-;-;Espumantes;2016
Singapura;-;-;Espumantes;2016
Suecia;140;352;Espumantes;2016
Suiça;270;2.719;Espumantes;2016
Suriname;-;-;Espumantes;2016
Tailandia;-;-;Espumantes;2016
Taiwan (Formosa);2.706;13.484;Espumantes;2016
Trinidade e Tobago;-;-;Espumantes;2016
Turquia;-;-;Espumantes;2016
Uruguai;7.656;28.085;Espumantes;2016
Vanuatu;-;-;Espumantes;2016
Venezuela;16;13;Espumantes;2016
Vietnã;-;-;Espumantes;2016
Outros(1);-;-;Espumantes;2016
Total;174.049;711.991;Espumantes;2016
Africa do Sul;-;-;Uvas frescas;2016
Alemanha, República Democrática;2.384.112;5.161.080;Uvas frescas;2016
Angola;-;-;Uvas frescas;2016
Antígua e Barbuda;-;-;Uvas frescas;2016
Arabia Saudita;-;-;Uvas frescas;2016
Argélia;-;-;Uvas frescas;2016
Argentina;1.156.368;2.340.897;Uvas frescas;2016
Áustria;-;-;Uvas frescas;2016
Bahamas;-;-;Uvas frescas;2016
Bahrein;-;-;Uvas frescas;2016
Bangladesh;-;-;Uvas frescas;2016
Barbados;-;-;Uvas frescas;2016
Barein;-;-;Uvas frescas;2016
Bélgica;-;-;Uvas frescas;2016
Belize;-;-;Uvas frescas;2016
Bermudas;-;-;Uvas frescas;2016
Bolívia;-;-;Uvas frescas;2016
Bosnia;-;-;Uvas frescas;2016
Brasil;-;-;Uvas frescas;2016
Bulgária;-;-;Uvas frescas;2016
Burquina Faso;-;-;Uvas frescas;2016
Cabo Verde;-;-;Uvas frescas;2016
Camarões;-;-;Uvas frescas;2016
Camores;-;-;Uvas frescas;2016
Canadá;110.752;287.454;Uvas frescas;2016
Catar;-;-;Uvas frescas;2016
Cayman, Ilhas;-;-;Uvas frescas;2016
Chile;14;25.963;Uvas frescas;2016
China;-;-;Uvas frescas;2016
Chipre;-;-;Uvas frescas;2016
Cingapura;-;-;Uvas frescas;2016
Cocos (Keeling), Ilhas;-;-;Uvas frescas;2016
Colombia;-;-;Uvas frescas;2016
Congo;-;-;Uvas frescas;2016
Coreia do Norte;-;-;Uvas frescas;2016
Coreia do Sul;-;-;Uvas frescas;2016
Costa do Marfim;-;-;Uvas frescas;2016
Coveite;-;-;Uvas frescas;2016
Croácia;-;-;Uvas frescas;2016
Curaçao;-;-;Uvas frescas;2016
Dinamarca;12.000;29.594;Uvas frescas;2016
Djibuti;-;-;Uvas frescas;2016
Egito;-;-;Uvas frescas;2016
Emirados Arabes Unidos;1.648.528;4.118.900;Uvas frescas;2016
Eslovenia;-;-;Uvas frescas;2016
Espanha;14.400;36.070;Uvas frescas;2016
Estados Unidos;425.988;1.321.045;Uvas frescas;2016
Falkland (Ilhas Malvinas);-;-;Uvas frescas;2016
Faroé, Ilhas;-;-;Uvas frescas;2016
Filipinas;-;-;Uvas frescas;2016
Finlândia;24.000;65.352;Uvas frescas;2016
França;-;-;Uvas frescas;2016
Gabão;-;-;Uvas frescas;2016
Gana;-;-;Uvas frescas;2016
Georgia;-;-;Uvas frescas;2016
Gibraltar;-;-;Uvas frescas;2016
Grêcia;-;-;Uvas frescas;2016
Guadalupe;-;-;Uvas frescas;2016
Guiana;-;-;Uvas frescas;2016
Guiana Francesa;-;-;Uvas frescas;2016
Guine Equatorial;-;-;Uvas frescas;2016
Honduras;-;-;Uvas frescas;2016
Hong Kong;-;-;Uvas frescas;2016
Ilha de Man;-;-;Uvas frescas;2016
Ilhas Virgens;-;-;Uvas frescas;2016
Índia;-;-;Uvas frescas;2016
Indonésia;-;-;Uvas frescas;2016
Irã;-;-;Uvas frescas;2016
Irlanda;162.885;433.477;Uvas frescas;2016
Islandia;12.000;36.321;Uvas frescas;2016
Itália;-;-;Uvas frescas;2016
Japão;-;-;Uvas frescas;2016
Jérsei;-;-;Uvas frescas;2016
Jordânia;-;-;Uvas frescas;2016
Letonia;-;-;Uvas frescas;2016
Líbano;-;-;Uvas frescas;2016
Libéria;-;-;Uvas frescas;2016
Líbia;-;-;Uvas frescas;2016
Lituania;-;-;Uvas frescas;2016
Luxemburgo;-;-;Uvas frescas;2016
Malasia;-;-;Uvas frescas;2016
Malta;-;-;Uvas frescas;2016
Marrocos;-;-;Uvas frescas;2016
Marshall, Ilhas;-;-;Uvas frescas;2016
Martinica;-;-;Uvas frescas;2016
Mauricio;-;-;Uvas frescas;2016
Mauritânia;-;-;Uvas frescas;2016
Mexico;-;-;Uvas frescas;2016
Mônaco;-;-;Uvas frescas;2016
Mongólia;-;-;Uvas frescas;2016
Montenegro;-;-;Uvas frescas;2016
Nigéria;-;-;Uvas frescas;2016
Noruega;661.500;1.603.529;Uvas frescas;2016
Omã;-;-;Uvas frescas;2016
Países Baixos;16.136.676;32.374.970;Uvas frescas;2016
Panamá;-;-;Uvas frescas;2016
Paquistão;-;-;Uvas frescas;2016
Paraguai;-;-;Uvas frescas;2016
Polonia;-;-;Uvas frescas;2016
Porto Rico;-;-;Uvas frescas;2016
Portugal;-;-;Uvas frescas;2016
Reino Unido;7.619.756;16.444.532;Uvas frescas;2016
Republica Dominicana;-;-;Uvas frescas;2016
Romênia;-;-;Uvas frescas;2016
Russia,  Federação da;-;-;Uvas frescas;2016
Samoa Americana;-;-;Uvas frescas;2016
São Tomé e Principe;-;-;Uvas frescas;2016
São Vicente e Granadinas;-;-;Uvas frescas;2016
Serra Leoa;-;-;Uvas frescas;2016
Senegal;-;-;Uvas frescas;2016
Singapura;-;-;Uvas frescas;2016
Sri Lanka;-;-;Uvas frescas;2016
Suécia;357.380;772.718;Uvas frescas;2016
Suíça;-;-;Uvas frescas;2016
Suriname;-;-;Uvas frescas;2016
Tailândia;-;-;Uvas frescas;2016
Taiwan;-;-;Uvas frescas;2016
Togo;-;-;Uvas frescas;2016
Trindade e Tobago;-;-;Uvas frescas;2016
Turcas e Caicos, ilhas;-;-;Uvas frescas;2016
Turquia;-;-;Uvas frescas;2016
Tuvalu;-;-;Uvas frescas;2016
Uruguai;86.816;203.228;Uvas frescas;2016
Vanuatu;-;-;Uvas frescas;2016
Venezuela;-;-;Uvas frescas;2016
Vietnã;-;-;Uvas frescas;2016
Provisão de Navios e Aeronaves;-;-;Uvas frescas;2016
Total;30.813.175;65.255.130;Uvas frescas;2016
África do Sul;-;-;Suco de uva;2016
Alemanha, República Democrática da;-;-;Suco de uva;2016
Angola;5.961;10.771;Suco de uva;2016
Antígua e Barbuda;-;-;Suco de uva;2016
Antilhas Holandesas;-;-;Suco de uva;2016
Arábia Saudita;-;-;Suco de uva;2016
Argélia;-;-;Suco de uva;2016
Argentina;1.270;9.414;Suco de uva;2016
Aruba;-;-;Suco de uva;2016
Austrália;799;1.887;Suco de uva;2016
Áustria;-;-;Suco de uva;2016
Bahamas;-;-;Suco de uva;2016
Bangladesh;-;-;Suco de uva;2016
Barbados;-;-;Suco de uva;2016
Barein;-;-;Suco de uva;2016
Bélgica;-;-;Suco de uva;2016
Belize;-;-;Suco de uva;2016
Benin;-;-;Suco de uva;2016
Bermudas;-;-;Suco de uva;2016
Birmânia;-;-;Suco de uva;2016
Bolívia;7.755;14.917;Suco de uva;2016
Cabo Verde;-;-;Suco de uva;2016
Camarões;-;-;Suco de uva;2016
Canadá;-;-;Suco de uva;2016
Catar;-;-;Suco de uva;2016
Cayman, Ilhas;-;-;Suco de uva;2016
Chile;-;-;Suco de uva;2016
China;1.196;1.473;Suco de uva;2016
Chipre;-;-;Suco de uva;2016
Cingapura;-;-;Suco de uva;2016
Colômbia;5.700;18.531;Suco de uva;2016
Congo;-;-;Suco de uva;2016
Coreia do Sul;-;-;Suco de uva;2016
Costa do Marfim;-;-;Suco de uva;2016
Costa Rica;-;-;Suco de uva;2016
Coveite;-;-;Suco de uva;2016
Cuba;-;-;Suco de uva;2016
Curaçao;-;-;Suco de uva;2016
Dinamarca;-;-;Suco de uva;2016
Dominica, Ilha de;-;-;Suco de uva;2016
El Salvador;-;-;Suco de uva;2016
Emirados Árabes Unidos;-;-;Suco de uva;2016
Equador;-;-;Suco de uva;2016
Espanha;-;-;Suco de uva;2016
Estados Unidos;11.508;21.663;Suco de uva;2016
Falkland (Malvinas);-;-;Suco de uva;2016
Filipinas;-;-;Suco de uva;2016
Finlândia;-;-;Suco de uva;2016
França;-;-;Suco de uva;2016
Gana;-;-;Suco de uva;2016
Gibraltar;-;-;Suco de uva;2016
Granada;-;-;Suco de uva;2016
Grêcia;-;-;Suco de uva;2016
Guatemala;-;-;Suco de uva;2016
Guiana;-;-;Suco de uva;2016
Guiana Francesa;-;-;Suco de uva;2016
Guiné Bissau;-;-;Suco de uva;2016
Guine Equatorial;-;-;Suco de uva;2016
Haiti;864;901;Suco de uva;2016
Hong Kong;2.751;3.678;Suco de uva;2016
Hungria;-;-;Suco de uva;2016
Ilha de Man;-;-;Suco de uva;2016
India;-;-;Suco de uva;2016
Indonêsia;-;-;Suco de uva;2016
Irã;-;-;Suco de uva;2016
Iraque;-;-;Suco de uva;2016
Irlanda;-;-;Suco de uva;2016
Israel;-;-;Suco de uva;2016
Itália;-;-;Suco de uva;2016
Iugoslâvia;-;-;Suco de uva;2016
Jamaica;-;-;Suco de uva;2016
Japão;1.845.255;4.043.813;Suco de uva;2016
Líbano;-;-;Suco de uva;2016
Libêria;-;-;Suco de uva;2016
Líbia;-;-;Suco de uva;2016
Luxemburgo;-;-;Suco de uva;2016
Malásia;-;-;Suco de uva;2016
Malta;-;-;Suco de uva;2016
Marshall, Ilhas;-;-;Suco de uva;2016
Mauritânia;-;-;Suco de uva;2016
México;95.340;305.904;Suco de uva;2016
Moçambique;-;-;Suco de uva;2016
Mônaco;-;-;Suco de uva;2016
Montenegro;-;-;Suco de uva;2016
Namíbia;-;-;Suco de uva;2016
Nigéria;-;-;Suco de uva;2016
Noruega;-;-;Suco de uva;2016
Nova Caledônia;-;-;Suco de uva;2016
Nova Zelândia;-;-;Suco de uva;2016
Países Baixos;-;-;Suco de uva;2016
Panamá;-;-;Suco de uva;2016
Paquistão;-;-;Suco de uva;2016
Paraguai;105.816;157.128;Suco de uva;2016
Peru;-;-;Suco de uva;2016
Polônia;-;-;Suco de uva;2016
Porto Rico;-;-;Suco de uva;2016
Portugal;-;-;Suco de uva;2016
Quênia;-;-;Suco de uva;2016
Reino Unido;8.706;16.372;Suco de uva;2016
República Centro Africana;-;-;Suco de uva;2016
República Dominicana;25.970;96.571;Suco de uva;2016
República Federativa da Rússia;-;-;Suco de uva;2016
Rússia;-;-;Suco de uva;2016
São Tomé e Príncipe;-;-;Suco de uva;2016
Senegal;-;-;Suco de uva;2016
Serra Leoa;-;-;Suco de uva;2016
Singapura;-;-;Suco de uva;2016
Sri Lanka;-;-;Suco de uva;2016
Suécia;-;-;Suco de uva;2016
Suíça;-;-;Suco de uva;2016
Suriname;15.000;53.460;Suco de uva;2016
Tailândia;3.960;33.741;Suco de uva;2016
Taiwan (Formosa);-;-;Suco de uva;2016
Tanzânia;-;-;Suco de uva;2016
Tcheca, República;130;279;Suco de uva;2016
Togo;709;556;Suco de uva;2016
Trinidade e Tobago;37.610;128.791;Suco de uva;2016
Turquia;-;-;Suco de uva;2016
Uruguai;-;-;Suco de uva;2016
Vanuatu;-;-;Suco de uva;2016
Venezuela;632.937;2.004.454;Suco de uva;2016
Total;2.809.237;6.924.304;Suco de uva;2016
Afeganistão;-;-;Vinhos de mesa;2017
África do Sul;-;-;Vinhos de mesa;2017
Alemanha, República Democrática;15.467;87.702;Vinhos de mesa;2017
Angola;10.170;61.680;Vinhos de mesa;2017
Anguilla;-;-;Vinhos de mesa;2017
Antígua e Barbuda;-;-;Vinhos de mesa;2017
Antilhas Holandesas;5.400;8.550;Vinhos de mesa;2017
Argentina;-;-;Vinhos de mesa;2017
Aruba;-;-;Vinhos de mesa;2017
Austrália;1.350;7.500;Vinhos de mesa;2017
Áustria;-;-;Vinhos de mesa;2017
Bahamas;-;-;Vinhos de mesa;2017
Bangladesh;-;-;Vinhos de mesa;2017
Barbados;-;-;Vinhos de mesa;2017
Barein;-;-;Vinhos de mesa;2017
Bélgica;2.790;16.405;Vinhos de mesa;2017
Belice;-;-;Vinhos de mesa;2017
Benin;-;-;Vinhos de mesa;2017
Bolívia;9.495;23.085;Vinhos de mesa;2017
Bósnia-Herzegovina;-;-;Vinhos de mesa;2017
Brasil;-;-;Vinhos de mesa;2017
Bulgária;117;1.579;Vinhos de mesa;2017
Cabo Verde;-;-;Vinhos de mesa;2017
Camarões;1.749;7.476;Vinhos de mesa;2017
Canadá;6.075;30.658;Vinhos de mesa;2017
Catar;13.338;81.606;Vinhos de mesa;2017
Cayman, Ilhas;-;-;Vinhos de mesa;2017
Chile;-;-;Vinhos de mesa;2017
China;67.594;266.086;Vinhos de mesa;2017
Chipre;-;-;Vinhos de mesa;2017
Cingapura;-;-;Vinhos de mesa;2017
Cocos (Keeling), Ilhas;-;-;Vinhos de mesa;2017
Colômbia;-;-;Vinhos de mesa;2017
Comores;-;-;Vinhos de mesa;2017
Congo;-;-;Vinhos de mesa;2017
Coreia, Republica Sul;-;-;Vinhos de mesa;2017
Costa do Marfim;-;-;Vinhos de mesa;2017
Costa Rica;-;-;Vinhos de mesa;2017
Croácia;-;-;Vinhos de mesa;2017
Cuba;62.791;72.229;Vinhos de mesa;2017
Curaçao;12.340;23.011;Vinhos de mesa;2017
Dinamarca;581;2.829;Vinhos de mesa;2017
Dominica;-;-;Vinhos de mesa;2017
El Salvador;-;-;Vinhos de mesa;2017
Emirados Arabes Unidos;675;3.302;Vinhos de mesa;2017
Equador;-;-;Vinhos de mesa;2017
Eslovaca, Republica;-;-;Vinhos de mesa;2017
Espanha;-;-;Vinhos de mesa;2017
Estados Unidos;132.688;1.523.699;Vinhos de mesa;2017
Estônia;-;-;Vinhos de mesa;2017
Filipinas;-;-;Vinhos de mesa;2017
Finlândia;-;-;Vinhos de mesa;2017
França;4.253;21.654;Vinhos de mesa;2017
Gana;-;-;Vinhos de mesa;2017
Gibraltar;-;-;Vinhos de mesa;2017
Granada;-;-;Vinhos de mesa;2017
Grécia;-;-;Vinhos de mesa;2017
Guatemala;-;-;Vinhos de mesa;2017
Guiana;-;-;Vinhos de mesa;2017
Guiana Francesa;-;-;Vinhos de mesa;2017
Guine Bissau;48;90;Vinhos de mesa;2017
Guine Equatorial;2.639;30.563;Vinhos de mesa;2017
Haiti;-;-;Vinhos de mesa;2017
Honduras;-;-;Vinhos de mesa;2017
Hong Kong;1.934;8.180;Vinhos de mesa;2017
Hungria;-;-;Vinhos de mesa;2017
Ilha de Man;-;-;Vinhos de mesa;2017
Ilhas Virgens;-;-;Vinhos de mesa;2017
India;-;-;Vinhos de mesa;2017
Indonésia;-;-;Vinhos de mesa;2017
Irã;-;-;Vinhos de mesa;2017
Iraque;-;-;Vinhos de mesa;2017
Irlanda;-;-;Vinhos de mesa;2017
Itália;468;2.248;Vinhos de mesa;2017
Jamaica;-;-;Vinhos de mesa;2017
Japão;33.909;92.886;Vinhos de mesa;2017
Jordânia;-;-;Vinhos de mesa;2017
Letônia;387;3.723;Vinhos de mesa;2017
Líbano;-;-;Vinhos de mesa;2017
Libéria;-;-;Vinhos de mesa;2017
Luxemburgo;2.719;21.947;Vinhos de mesa;2017
Malásia;-;-;Vinhos de mesa;2017
Malta;-;-;Vinhos de mesa;2017
Marshall, Ilhas;-;-;Vinhos de mesa;2017
Mauritânia;-;-;Vinhos de mesa;2017
México;664;2.292;Vinhos de mesa;2017
Moçambique;-;-;Vinhos de mesa;2017
Montenegro;-;-;Vinhos de mesa;2017
Namibia;-;-;Vinhos de mesa;2017
Nicaragua;-;-;Vinhos de mesa;2017
Nigéria;-;-;Vinhos de mesa;2017
Noruega;-;-;Vinhos de mesa;2017
Nova Caledônia;-;-;Vinhos de mesa;2017
Nova Zelândia;1.678;8.140;Vinhos de mesa;2017
Omã;-;-;Vinhos de mesa;2017
Países Baixos;-;-;Vinhos de mesa;2017
Panamá;-;-;Vinhos de mesa;2017
Paraguai;2.393.468;4.274.650;Vinhos de mesa;2017
Peru;-;-;Vinhos de mesa;2017
Polônia;-;-;Vinhos de mesa;2017
Porto Rico;-;-;Vinhos de mesa;2017
Portugal;-;-;Vinhos de mesa;2017
Quênia;-;-;Vinhos de mesa;2017
Reino Unido;60.711;242.883;Vinhos de mesa;2017
República Dominicana;-;-;Vinhos de mesa;2017
Rússia;-;-;Vinhos de mesa;2017
São Tomé e Príncipe;-;-;Vinhos de mesa;2017
São Vicente e Granadinas;-;-;Vinhos de mesa;2017
Senegal;-;-;Vinhos de mesa;2017
Serra Leoa;-;-;Vinhos de mesa;2017
Singapura;-;-;Vinhos de mesa;2017
Suazilândia;-;-;Vinhos de mesa;2017
Suécia;15.445;64.953;Vinhos de mesa;2017
Suíça;6.525;74.816;Vinhos de mesa;2017
Suriname;3.690;5.638;Vinhos de mesa;2017
Tailândia;-;-;Vinhos de mesa;2017
Taiwan (FORMOSA);14.988;43.954;Vinhos de mesa;2017
Tanzânia;-;-;Vinhos de mesa;2017
Tcheca, República;2.746;16.947;Vinhos de mesa;2017
Togo;-;-;Vinhos de mesa;2017
Trinidade Tobago;-;-;Vinhos de mesa;2017
Tunísia;-;-;Vinhos de mesa;2017
Turquia;-;-;Vinhos de mesa;2017
Tuvalu;-;-;Vinhos de mesa;2017
Uruguai;-;-;Vinhos de mesa;2017
Vanuatu;-;-;Vinhos de mesa;2017
Venezuela;680;2.646;Vinhos de mesa;2017
Vietnã;-;-;Vinhos de mesa;2017
Total;2.889.572;7.135.607;Vinhos de mesa;2017
Alemanha;4.824;28.799;Espumantes;2017
Angola;-;-;Espumantes;2017
Antigua e Barbuda;-;-;Espumantes;2017
Antilhas Holandesas;-;-;Espumantes;2017
Argentina;-;-;Espumantes;2017
Aruba;-;-;Espumantes;2017
Australia;595;2.276;Espumantes;2017
Bahamas;-;-;Espumantes;2017
Bangladesh;-;-;Espumantes;2017
Barbados;-;-;Espumantes;2017
Belgica;450;2.646;Espumantes;2017
Benin;-;-;Espumantes;2017
Bermudas;-;-;Espumantes;2017
Bolívia;1.668;21.056;Espumantes;2017
Bósnia-Herzegovina;-;-;Espumantes;2017
Bulgaria;-;-;Espumantes;2017
Cabo Verde;-;-;Espumantes;2017
Camarões;4.138;16.077;Espumantes;2017
Canada;-;-;Espumantes;2017
Catar;-;-;Espumantes;2017
Cayman, Ilhas;-;-;Espumantes;2017
Chile;25.439;231.696;Espumantes;2017
China;11.646;35.671;Espumantes;2017
Chipre;-;-;Espumantes;2017
Cingapura;-;-;Espumantes;2017
Colombia;595;2.600;Espumantes;2017
Coreia do Sul, Republica da;442;1.470;Espumantes;2017
Costa Rica;-;-;Espumantes;2017
Cuba;-;-;Espumantes;2017
Curaçao;991;5.808;Espumantes;2017
Dinamarca;-;-;Espumantes;2017
Dominica;-;-;Espumantes;2017
El Salvador;-;-;Espumantes;2017
Emirados Arabes Unidos;-;-;Espumantes;2017
Equador;-;-;Espumantes;2017
Espanha;5.013;64.735;Espumantes;2017
Estados Unidos;22.605;170.620;Espumantes;2017
Estonia;-;-;Espumantes;2017
Falkland (Malvinas);-;-;Espumantes;2017
Filipinas;-;-;Espumantes;2017
Filânldia;-;-;Espumantes;2017
França;-;-;Espumantes;2017
Gana;-;-;Espumantes;2017
Gibraltar;-;-;Espumantes;2017
Granada;-;-;Espumantes;2017
Grêcia;-;-;Espumantes;2017
Guatemala;-;-;Espumantes;2017
Guiana;4;61;Espumantes;2017
Guiné Equatorial;-;-;Espumantes;2017
Guiné-Bissau;-;-;Espumantes;2017
Haiti;-;-;Espumantes;2017
Honduras;-;-;Espumantes;2017
Hong Kong;450;2.705;Espumantes;2017
Hungria;-;-;Espumantes;2017
Ilha de Man;-;-;Espumantes;2017
Índia;-;-;Espumantes;2017
Iraque;-;-;Espumantes;2017
Irlanda;-;-;Espumantes;2017
Islândia;-;-;Espumantes;2017
Italia;1.467;8.382;Espumantes;2017
Japão;48.604;133.203;Espumantes;2017
Jordânia;-;-;Espumantes;2017
Letonia;158;2.426;Espumantes;2017
Líbano;-;-;Espumantes;2017
Libéria;-;-;Espumantes;2017
Luxemburgo;360;1.825;Espumantes;2017
Maldivas;-;-;Espumantes;2017
Malta;-;-;Espumantes;2017
Marshall, Ilhas;-;-;Espumantes;2017
Montenegro;-;-;Espumantes;2017
Mexico;-;-;Espumantes;2017
Nicarágua;-;-;Espumantes;2017
Nigéria;-;-;Espumantes;2017
Noruega;-;-;Espumantes;2017
Nova Zelandia;196;1.021;Espumantes;2017
Paises Baixos (Holanda);-;-;Espumantes;2017
Panama;-;-;Espumantes;2017
Paraguai;80.951;255.320;Espumantes;2017
Peru;-;-;Espumantes;2017
Polonia;-;-;Espumantes;2017
Porto Rico;-;-;Espumantes;2017
Portugal;756;11.568;Espumantes;2017
Quenia;100;1.512;Espumantes;2017
Reino Unido;27.700;101.672;Espumantes;2017
Republica Dominicana;-;-;Espumantes;2017
Republica Tcheca;207;942;Espumantes;2017
Russia;-;-;Espumantes;2017
Serra Leoa;-;-;Espumantes;2017
Singapura;-;-;Espumantes;2017
Suecia;298;1.136;Espumantes;2017
Suiça;1.890;16.884;Espumantes;2017
Suriname;-;-;Espumantes;2017
Tailandia;-;-;Espumantes;2017
Taiwan (Formosa);1.507;6.574;Espumantes;2017
Trinidade e Tobago;-;-;Espumantes;2017
Turquia;-;-;Espumantes;2017
Uruguai;13.237;48.581;Espumantes;2017
Vanuatu;-;-;Espumantes;2017
Venezuela;455;2.205;Espumantes;2017
Vietnã;-;-;Espumantes;2017
Outros(1);-;-;Espumantes;2017
Total;256.746;1.179.471;Espumantes;2017
